AAPL R735QTJ8XC9X,AAPL,REQUEST FOR APPLE IPHONE XS 256 GB SPACE GRAY (SIM FREE) MT9A2LL/A, MT0C2LL/A, IPHONE 512 GB SPACE GRAY (SIM FREE) - MT9A2LL/A, XR CLEAR CASE- MRW62ZM/A, IPHONE XS SILICONE CASE - BLACK MRW72ZM/A, MOPHIE WIRELESS CHARGING BASE - BLACK - HL812ZM/A,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),56117.5
AAPL R735QTJ8XC9X,AAPL,IPHONE XS,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),92044.8
